id,clasificacion,puntuacion,razon_principal
PROC03082,Manual,0,Proceso estándar
PROC03083,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03084,Manual,0,Proceso estándar
PROC03085,Revisión,2,Múltiples errores (2)
PROC03086,Manual,0,Proceso estándar
PROC03087,Manual,0,Proceso estándar
PROC03088,Manual,0,Proceso estándar
PROC03089,Manual,0,Proceso estándar
PROC03090,Revisión,2,Múltiples errores (2)
PROC03091,Manual,0,Proceso estándar
PROC03092,Manual,0,Proceso estándar
PROC03093,Manual,1,Prioridad Urgente
PROC03094,Manual,0,Proceso estándar
PROC03095,Manual,0,Proceso estándar
PROC03096,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03097,Manual,0,Proceso estándar
PROC03098,Manual,1,Prioridad Urgente
PROC03099,Manual,0,Proceso estándar
PROC03100,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03101,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03102,Manual,0,Proceso estándar
PROC03103,Manual,0,Proceso estándar
PROC03104,Manual,0,Proceso estándar
PROC03105,Manual,0,Proceso estándar
PROC03106,Manual,0,Proceso estándar
PROC03107,Revisión,2,Múltiples errores (2)
PROC03108,Manual,0,Proceso estándar
PROC03109,Manual,0,Proceso estándar
PROC03110,Manual,0,Proceso estándar
PROC03111,Manual,0,Proceso estándar
PROC03112,Manual,0,Proceso estándar
PROC03113,Manual,0,Proceso estándar
PROC03114,Manual,0,Proceso estándar
PROC03115,Manual,0,Proceso estándar
PROC03116,Manual,0,Proceso estándar
PROC03117,Manual,0,Proceso estándar
PROC03118,Manual,0,Proceso estándar
PROC03119,Manual,0,Proceso estándar
PROC03120,Manual,0,Proceso estándar
PROC03121,Manual,0,Proceso estándar
PROC03122,Manual,0,Proceso estándar
PROC03123,Manual,0,Proceso estándar
PROC03124,Manual,0,Proceso estándar
PROC03125,Manual,0,Proceso estándar
PROC03126,Manual,0,Proceso estándar
PROC03127,Revisión,2,Múltiples errores (2)
PROC03128,Manual,0,Proceso estándar
PROC03129,Manual,0,Proceso estándar
PROC03130,Manual,1,Prioridad Urgente
PROC03131,Manual,0,Proceso estándar
PROC03132,Manual,0,Proceso estándar
PROC03133,Manual,0,Proceso estándar
PROC03134,Manual,0,Proceso estándar
PROC03135,Manual,0,Proceso estándar
PROC03136,Manual,0,Proceso estándar
PROC03137,Manual,0,Proceso estándar
PROC03138,Manual,0,Proceso estándar
PROC03139,Manual,0,Proceso estándar
PROC03140,Manual,0,Proceso estándar
PROC03141,Manual,0,Proceso estándar
PROC03142,Revisión,2,Múltiples errores (2)
PROC03143,Manual,0,Proceso estándar
PROC03144,Manual,0,Proceso estándar
PROC03145,Manual,0,Proceso estándar
PROC03146,Manual,0,Proceso estándar
PROC03147,Manual,0,Proceso estándar
PROC03148,Revisión,2,Múltiples errores (3)
PROC03149,Manual,0,Proceso estándar
PROC03150,Manual,0,Proceso estándar
PROC03151,Manual,0,Proceso estándar
PROC03152,Manual,0,Proceso estándar
PROC03153,Manual,0,Proceso estándar
PROC03154,Manual,0,Proceso estándar
PROC03155,Manual,0,Proceso estándar
PROC03156,Manual,0,Proceso estándar
PROC03157,Manual,0,Proceso estándar
PROC03158,Revisión,2,Múltiples errores (2)
PROC03159,Manual,0,Proceso estándar
PROC03160,Manual,0,Proceso estándar
PROC03161,Manual,0,Proceso estándar
PROC03162,Manual,0,Proceso estándar
PROC03163,Manual,0,Proceso estándar
PROC03164,Manual,0,Proceso estándar
PROC03165,Manual,0,Proceso estándar
PROC03166,Manual,1,Prioridad Urgente
PROC03167,Manual,0,Proceso estándar
PROC03168,Manual,0,Proceso estándar
PROC03169,Revisión,2,Múltiples errores (2)
PROC03170,Manual,0,Proceso estándar
PROC03171,Manual,0,Proceso estándar
PROC03172,Manual,1,Prioridad Urgente
PROC03173,Manual,0,Proceso estándar
PROC03174,Manual,0,Proceso estándar
PROC03175,Manual,1,Prioridad Urgente
PROC03176,Manual,0,Proceso estándar
PROC03177,Manual,0,Proceso estándar
PROC03178,Revisión,2,Múltiples errores (4)
PROC03179,Manual,0,Proceso estándar
PROC03180,Revisión,2,Múltiples errores (2)
PROC03181,Manual,0,Proceso estándar
PROC03182,Manual,0,Proceso estándar
PROC03183,Manual,0,Proceso estándar
PROC03184,Manual,1,Prioridad Urgente
PROC03185,Manual,0,Proceso estándar
PROC03186,Manual,0,Proceso estándar
PROC03187,Manual,0,Proceso estándar
PROC03188,Manual,0,Proceso estándar
PROC03189,Manual,0,Proceso estándar
PROC03190,Manual,1,Prioridad Urgente
PROC03191,Manual,0,Proceso estándar
PROC03192,Revisión,2,Múltiples errores (3)
PROC03193,Manual,0,Proceso estándar
PROC03194,Manual,0,Proceso estándar
PROC03195,Manual,0,Proceso estándar
PROC03196,Manual,0,Proceso estándar
PROC03197,Manual,0,Proceso estándar
PROC03198,Manual,0,Proceso estándar
PROC03199,Manual,0,Proceso estándar
PROC03200,Manual,1,Prioridad Urgente
PROC03201,Revisión,2,Múltiples errores (2)
PROC03202,Manual,0,Proceso estándar
PROC03203,Manual,0,Proceso estándar
PROC03204,Manual,0,Proceso estándar
PROC03205,Manual,1,Prioridad Urgente
PROC03206,Manual,0,Proceso estándar
PROC03207,Manual,0,Proceso estándar
PROC03208,Manual,0,Proceso estándar
PROC03209,Revisión,2,Múltiples errores (2)
PROC03210,Manual,0,Proceso estándar
PROC03211,Manual,1,Prioridad Urgente
PROC03212,Manual,0,Proceso estándar
PROC03213,Manual,0,Proceso estándar
PROC03214,Manual,0,Proceso estándar
PROC03215,Manual,0,Proceso estándar
PROC03216,Manual,0,Proceso estándar
PROC03217,Manual,0,Proceso estándar
PROC03218,Manual,0,Proceso estándar
PROC03219,Manual,0,Proceso estándar
PROC03220,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03221,Manual,0,Proceso estándar
PROC03222,Manual,0,Proceso estándar
PROC03223,Manual,0,Proceso estándar
PROC03224,Manual,0,Proceso estándar
PROC03225,Manual,0,Proceso estándar
PROC03226,Manual,0,Proceso estándar
PROC03227,Manual,0,Proceso estándar
PROC03228,Manual,1,Prioridad Urgente
PROC03229,Manual,0,Proceso estándar
PROC03230,Manual,0,Proceso estándar
PROC03231,Manual,0,Proceso estándar
PROC03232,Manual,0,Proceso estándar
PROC03233,Manual,0,Proceso estándar
PROC03234,Manual,0,Proceso estándar
PROC03235,Manual,0,Proceso estándar
PROC03236,Manual,0,Proceso estándar
PROC03237,Manual,0,Proceso estándar
PROC03238,Manual,0,Proceso estándar
PROC03239,Manual,0,Proceso estándar
PROC03240,Manual,0,Proceso estándar
PROC03241,Manual,0,Proceso estándar
PROC03242,Manual,0,Proceso estándar
PROC03243,Manual,0,Proceso estándar
PROC03244,Manual,0,Proceso estándar
PROC03245,Manual,0,Proceso estándar
PROC03246,Manual,0,Proceso estándar
PROC03247,Manual,0,Proceso estándar
PROC03248,Manual,0,Proceso estándar
PROC03249,Manual,0,Proceso estándar
PROC03250,Manual,0,Proceso estándar
PROC03251,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03252,Manual,0,Proceso estándar
PROC03253,Manual,0,Proceso estándar
PROC03254,Manual,0,Proceso estándar
PROC03255,Manual,1,Prioridad Urgente
PROC03256,Manual,0,Proceso estándar
PROC03257,Manual,0,Proceso estándar
PROC03258,Manual,0,Proceso estándar
PROC03259,Manual,0,Proceso estándar
PROC03260,Revisión,2,Múltiples errores (2)
PROC03261,Manual,0,Proceso estándar
PROC03262,Revisión,2,Múltiples errores (2)
PROC03263,Manual,0,Proceso estándar
PROC03264,Manual,0,Proceso estándar
PROC03265,Manual,0,Proceso estándar
PROC03266,Manual,0,Proceso estándar
PROC03267,Manual,0,Proceso estándar
PROC03268,Manual,0,Proceso estándar
PROC03269,Manual,0,Proceso estándar
PROC03270,Manual,0,Proceso estándar
PROC03271,Manual,0,Proceso estándar
PROC03272,Manual,0,Proceso estándar
PROC03273,Revisión,2,Múltiples errores (2)
PROC03274,Manual,0,Proceso estándar
PROC03275,Manual,0,Proceso estándar
PROC03276,Manual,0,Proceso estándar
PROC03277,Manual,0,Proceso estándar
PROC03278,Manual,0,Proceso estándar
PROC03279,Manual,0,Proceso estándar
PROC03280,Manual,0,Proceso estándar
PROC03281,Manual,0,Proceso estándar
PROC03282,Manual,0,Proceso estándar
PROC03283,Manual,0,Proceso estándar
PROC03284,Manual,0,Proceso estándar
PROC03285,Manual,0,Proceso estándar
PROC03286,Manual,0,Proceso estándar
PROC03287,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03288,Manual,0,Proceso estándar
PROC03289,Manual,0,Proceso estándar
PROC03290,Manual,0,Proceso estándar
PROC03291,Manual,0,Proceso estándar
PROC03292,Manual,0,Proceso estándar
PROC03293,Manual,0,Proceso estándar
PROC03294,Manual,0,Proceso estándar
PROC03295,Revisión,2,Múltiples errores (2)
PROC03296,Manual,0,Proceso estándar
PROC03297,Manual,0,Proceso estándar
PROC03298,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03299,Manual,0,Proceso estándar
PROC03300,Manual,0,Proceso estándar
PROC03301,Manual,0,Proceso estándar
PROC03302,Manual,0,Proceso estándar
PROC03303,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03304,Revisión,3,Múltiples errores (2)
PROC03305,Manual,0,Proceso estándar
PROC03306,Manual,0,Proceso estándar
PROC03307,Manual,0,Proceso estándar
PROC03308,Manual,0,Proceso estándar
PROC03309,Manual,0,Proceso estándar
PROC03310,Manual,0,Proceso estándar
PROC03311,Manual,0,Proceso estándar
PROC03312,Manual,0,Proceso estándar
PROC03313,Manual,0,Proceso estándar
PROC03314,Manual,0,Proceso estándar
PROC03315,Manual,0,Proceso estándar
PROC03316,Manual,0,Proceso estándar
PROC03317,Manual,0,Proceso estándar
PROC03318,Manual,0,Proceso estándar
PROC03319,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03320,Manual,0,Proceso estándar
PROC03321,Manual,0,Proceso estándar
PROC03322,Manual,0,Proceso estándar
PROC03323,Manual,0,Proceso estándar
PROC03324,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03325,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03326,Manual,0,Proceso estándar
PROC03327,Manual,0,Proceso estándar
PROC03328,Manual,0,Proceso estándar
PROC03329,Manual,0,Proceso estándar
PROC03330,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03331,Manual,0,Proceso estándar
PROC03332,Manual,0,Proceso estándar
PROC03333,Manual,1,Prioridad Urgente
PROC03334,Manual,0,Proceso estándar
PROC03335,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03336,Manual,0,Proceso estándar
PROC03337,Manual,0,Proceso estándar
PROC03338,Manual,0,Proceso estándar
PROC03339,Manual,0,Proceso estándar
PROC03340,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03341,Manual,0,Proceso estándar
PROC03342,Manual,0,Proceso estándar
PROC03343,Manual,0,Proceso estándar
PROC03344,Manual,0,Proceso estándar
PROC03345,Manual,0,Proceso estándar
PROC03346,Manual,0,Proceso estándar
PROC03347,Manual,0,Proceso estándar
PROC03348,Manual,0,Proceso estándar
PROC03349,Manual,0,Proceso estándar
PROC03350,Manual,0,Proceso estándar
PROC03351,Manual,0,Proceso estándar
PROC03352,Manual,0,Proceso estándar
PROC03353,Manual,0,Proceso estándar
PROC03354,Manual,0,Proceso estándar
PROC03355,Manual,0,Proceso estándar
PROC03356,Manual,0,Proceso estándar
PROC03357,Manual,0,Proceso estándar
PROC03358,Revisión,2,Múltiples errores (2)
PROC03359,Manual,0,Proceso estándar
PROC03360,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03361,Manual,0,Proceso estándar
PROC03362,Manual,0,Proceso estándar
PROC03363,Manual,0,Proceso estándar
PROC03364,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03365,Manual,0,Proceso estándar
PROC03366,Manual,0,Proceso estándar
PROC03367,Manual,0,Proceso estándar
PROC03368,Manual,0,Proceso estándar
PROC03369,Manual,0,Proceso estándar
PROC03370,Manual,0,Proceso estándar
PROC03371,Manual,0,Proceso estándar
PROC03372,Manual,0,Proceso estándar
PROC03373,Manual,0,Proceso estándar
PROC03374,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03375,Manual,0,Proceso estándar
PROC03376,Manual,0,Proceso estándar
PROC03377,Manual,0,Proceso estándar
PROC03378,Manual,0,Proceso estándar
PROC03379,Manual,0,Proceso estándar
PROC03380,Manual,0,Proceso estándar
PROC03381,Manual,0,Proceso estándar
PROC03382,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03383,Manual,0,Proceso estándar
PROC03384,Manual,0,Proceso estándar
PROC03385,Manual,0,Proceso estándar
PROC03386,Manual,0,Proceso estándar
PROC03387,Manual,0,Proceso estándar
PROC03388,Manual,0,Proceso estándar
PROC03389,Manual,0,Proceso estándar
PROC03390,Manual,0,Proceso estándar
PROC03391,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03392,Manual,0,Proceso estándar
PROC03393,Manual,0,Proceso estándar
PROC03394,Manual,0,Proceso estándar
PROC03395,Manual,0,Proceso estándar
PROC03396,Manual,0,Proceso estándar
PROC03397,Manual,0,Proceso estándar
PROC03398,Manual,0,Proceso estándar
PROC03399,Manual,0,Proceso estándar
PROC03400,Manual,0,Proceso estándar
PROC03401,Manual,0,Proceso estándar
PROC03402,Manual,0,Proceso estándar
PROC03403,Manual,0,Proceso estándar
PROC03404,Manual,0,Proceso estándar
PROC03405,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03406,Manual,0,Proceso estándar
PROC03407,Revisión,2,Múltiples errores (2)
PROC03408,Manual,0,Proceso estándar
PROC03409,Manual,0,Proceso estándar
PROC03410,Manual,0,Proceso estándar
PROC03411,Manual,0,Proceso estándar
PROC03412,Manual,0,Proceso estándar
PROC03413,Manual,0,Proceso estándar
PROC03414,Manual,0,Proceso estándar
PROC03415,Manual,0,Proceso estándar
PROC03416,Manual,0,Proceso estándar
PROC03417,Manual,0,Proceso estándar
PROC03418,Manual,0,Proceso estándar
PROC03419,Manual,0,Proceso estándar
PROC03420,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03421,Manual,0,Proceso estándar
PROC03422,Manual,0,Proceso estándar
PROC03423,Manual,0,Proceso estándar
PROC03424,Manual,0,Proceso estándar
PROC03425,Manual,0,Proceso estándar
PROC03426,Manual,0,Proceso estándar
PROC03427,Revisión,2,Múltiples errores (2)
PROC03428,Manual,0,Proceso estándar
PROC03429,Manual,0,Proceso estándar
PROC03430,Manual,0,Proceso estándar
PROC03431,Manual,0,Proceso estándar
PROC03432,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03433,Manual,0,Proceso estándar
PROC03434,Manual,0,Proceso estándar
PROC03435,Manual,0,Proceso estándar
PROC03436,Manual,0,Proceso estándar
PROC03437,Manual,0,Proceso estándar
PROC03438,Manual,0,Proceso estándar
PROC03439,Manual,0,Proceso estándar
PROC03440,Manual,0,Proceso estándar
PROC03441,Manual,0,Proceso estándar
PROC03442,Manual,0,Proceso estándar
PROC03443,Manual,0,Proceso estándar
PROC03444,Manual,0,Proceso estándar
PROC03445,Manual,0,Proceso estándar
PROC03446,Manual,0,Proceso estándar
PROC03447,Manual,1,Prioridad Urgente
PROC03448,Manual,0,Proceso estándar
PROC03449,Manual,0,Proceso estándar
PROC03450,Manual,0,Proceso estándar
PROC03451,Manual,0,Proceso estándar
PROC03452,Manual,0,Proceso estándar
PROC03453,Manual,1,Prioridad Urgente
PROC03454,Manual,0,Proceso estándar
PROC03455,Manual,0,Proceso estándar
PROC03456,Manual,0,Proceso estándar
PROC03457,Manual,0,Proceso estándar
PROC03458,Manual,0,Proceso estándar
PROC03459,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03460,Manual,0,Proceso estándar
PROC03461,Manual,0,Proceso estándar
PROC03462,Revisión,2,Múltiples errores (2)
PROC03463,Manual,0,Proceso estándar
PROC03464,Manual,0,Proceso estándar
PROC03465,Revisión,2,Múltiples errores (4)
PROC03466,Manual,0,Proceso estándar
PROC03467,Revisión,2,Múltiples errores (2)
PROC03468,Manual,0,Proceso estándar
PROC03469,Manual,0,Proceso estándar
PROC03470,Manual,1,Prioridad Urgente
PROC03471,Manual,0,Proceso estándar
PROC03472,Manual,0,Proceso estándar
PROC03473,Revisión,2,Múltiples errores (3)
PROC03474,Manual,0,Proceso estándar
PROC03475,Manual,0,Proceso estándar
PROC03476,Manual,0,Proceso estándar
PROC03477,Revisión,2,Múltiples errores (2)
PROC03478,Manual,0,Proceso estándar
PROC03479,Manual,0,Proceso estándar
PROC03480,Manual,0,Proceso estándar
PROC03481,Manual,0,Proceso estándar
PROC03482,Revisión,2,Múltiples errores (2)
PROC03483,Manual,0,Proceso estándar
PROC03484,Manual,0,Proceso estándar
PROC03485,Manual,0,Proceso estándar
PROC03486,Revisión,2,Múltiples errores (2)
PROC03487,Manual,0,Proceso estándar
PROC03488,Manual,0,Proceso estándar
PROC03489,Manual,0,Proceso estándar
PROC03490,Manual,0,Proceso estándar
PROC03491,Manual,0,Proceso estándar
PROC03492,Manual,0,Proceso estándar
PROC03493,Manual,0,Proceso estándar
PROC03494,Manual,0,Proceso estándar
PROC03495,Manual,0,Proceso estándar
PROC03496,Manual,0,Proceso estándar
PROC03497,Manual,0,Proceso estándar
PROC03498,Manual,0,Proceso estándar
PROC03499,Manual,0,Proceso estándar
PROC03500,Manual,0,Proceso estándar
PROC03501,Manual,0,Proceso estándar
PROC03502,Manual,0,Proceso estándar
PROC03503,Manual,0,Proceso estándar
PROC03504,Manual,0,Proceso estándar
PROC03505,Manual,0,Proceso estándar
PROC03506,Automático,3,"Proceso rápido, sin errores, bajo costo, canal automatizable"
PROC03507,Manual,0,Proceso estándar
PROC03508,Manual,0,Proceso estándar
PROC03509,Manual,0,Proceso estándar
PROC03510,Manual,0,Proceso estándar
PROC03511,Manual,0,Proceso estándar
PROC03512,Manual,0,Proceso estándar
PROC03513,Manual,0,Proceso estándar
PROC03514,Manual,0,Proceso estándar
PROC03515,Manual,0,Proceso estándar
PROC03516,Manual,0,Proceso estándar
PROC03517,Manual,0,Proceso estándar
PROC03518,Manual,0,Proceso estándar
PROC03519,Revisión,2,Múltiples errores (2)
PROC03520,Manual,0,Proceso estándar
PROC03521,Manual,0,Proceso estándar
PROC03522,Manual,0,Proceso estándar
PROC03523,Manual,0,Proceso estándar
PROC03524,Manual,0,Proceso estándar
PROC03525,Manual,0,Proceso estándar
PROC03526,Manual,0,Proceso estándar
PROC03527,Manual,0,Proceso estándar
PROC03528,Manual,0,Proceso estándar
PROC03529,Revisión,2,Múltiples errores (2)
PROC03530,Manual,0,Proceso estándar
PROC03531,Manual,0,Proceso estándar
PROC03532,Manual,0,Proceso estándar
PROC03533,Revisión,2,Múltiples errores (2)
PROC03534,Manual,0,Proceso estándar
PROC03535,Manual,0,Proceso estándar
PROC03536,Manual,0,Proceso estándar
PROC03537,Manual,0,Proceso estándar
PROC03538,Revisión,2,Múltiples errores (4)
PROC03539,Manual,0,Proceso estándar
PROC03540,Manual,0,Proceso estándar
PROC03541,Manual,0,Proceso estándar
PROC03542,Manual,0,Proceso estándar
PROC03543,Manual,0,Proceso estándar
PROC03544,Revisión,3,Múltiples errores (2)
PROC03545,Manual,0,Proceso estándar
PROC03546,Manual,0,Proceso estándar
PROC03547,Manual,0,Proceso estándar
PROC03548,Revisión,2,Múltiples errores (2)
